PROVINCIA;MUNICIPIO;ESTACION;MAGNITUD;PUNTO_MUESTREO;ANO;MES;DIA;H01;H02;H03;H04;H05;H06;H07;H08;H09;H10;H11;H12;H13;H14;H15;H16;H17;H18;H19;H20;H21;H22;H23;H24
28;79;4;1;28079004_1_38;2022;12;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
28;79;4;1;28079004_1_38;2022;12;2;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;1;1;1;3;2;1;1;1
28;79;4;1;28079004_1_38;2022;12;3;1;1;1;1;1;1;1;1;1;1;2;2;2;1;1;1;2;1;1;2;2;2;1;2
28;79;4;1;28079004_1_38;2022;12;4;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
28;79;4;1;28079004_1_38;2022;12;5;1;1;1;1;1;1;1;1;1;1;1;1;1;2;3;2;1;1;2;2;1;1;1;1
28;79;4;1;28079004_1_38;2022;12;6;1;1;1;1;1;1;1;1;1;1;2;2;1;1;1;1;1;1;1;2;3;2;3;3
28;79;4;1;28079004_1_38;2022;12;7;3;3;3;2;1;1;1;2;4;2;3;2;2;2;2;2;1;2;3;3;5;5;4;4
28;79;4;1;28079004_1_38;2022;12;8;4;3;2;1;1;2;2;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1
28;79;4;1;28079004_1_38;2022;12;9;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
28;79;4;1;28079004_1_38;2022;12;10;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
28;79;4;1;28079004_1_38;2022;12;11;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
28;79;4;1;28079004_1_38;2022;12;13;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
28;79;4;1;28079004_1_38;2022;12;14;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
28;79;4;1;28079004_1_38;2022;12;15;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
28;79;4;1;28079004_1_38;2022;12;16;1;1;1;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;2;1;1;1
28;79;4;1;28079004_1_38;2022;12;17;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
28;79;4;1;28079004_1_38;2022;12;18;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1
28;79;4;1;28079004_1_38;2022;12;19;2;3;2;2;1;2;1;2;4;3;2;2;1;1;1;1;1;2;3;2;2;2;2;2
28;79;4;1;28079004_1_38;2022;12;20;1;2;3;3;3;3;3;4;6;6;3;2;2;2;3;3;3;3;3;3;3;3;3;2
28;79;4;1;28079004_1_38;2022;12;21;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
28;79;4;1;28079004_1_38;2022;12;22;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
28;79;4;1;28079004_1_38;2022;12;24;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1
28;79;4;1;28079004_1_38;2022;12;25;1;2;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
28;79;4;1;28079004_1_38;2022;12;26;2;1;2;2;2;1;2;2;2;3;3;2;1;1;1;1;1;1;2;3;4;4;4;3
28;79;4;1;28079004_1_38;2022;12;27;2;2;3;2;2;2;3;4;4;5;5;4;3;2;2;2;1;2;4;4;5;5;3;2
28;79;4;1;28079004_1_38;2022;12;28;2;3;3;3;2;2;2;4;4;5;5;4;2;2;1;1;1;1;1;1;1;1;1;1
28;79;4;1;28079004_1_38;2022;12;30;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
28;79;4;1;28079004_1_38;2022;12;31;1;1;1;1;1;1;1;2;2;2;3;2;1;1;1;1;1;1;1;2;3;2;1;1
28;79;4;6;28079004_6_48;2022;12;1;0.4;0.3;0.3;0.3;0.3;0.2;0.3;0.3;0.3;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.3;0.3;0.4;0.3;0.2;0.2
28;79;4;6;28079004_6_48;2022;12;2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.3;0.4;0.3;0.3;0.4;0.3;0.3;0.2;0.3;0.3;0.3;0.6;0.5;0.4;0.4;0.3
28;79;4;6;28079004_6_48;2022;12;3;0.4;0.4;0.4;0.3;0.3;0.3;0.3;0.4;0.5;0.4;0.6;0.6;0.5;0.4;0.3;0.3;0.4;0.3;0.3;0.5;0.6;0.5;0.5;0.6
28;79;4;6;28079004_6_48;2022;12;4;0.6;0.6;0.6;0.5;0.4;0.4;0.3;0.3;0.4;0.2;0.3;0.3;0.3;0.3;0.3;0.4;0.4;0.4;0.4;0.5;0.6;0.5;0.5;0.5
28;79;4;6;28079004_6_48;2022;12;5;0.4;0.3;0.2;0.2;0.3;0.2;0.2;0.2;0.2;0.3;0.3;0.3;0.5;0.4;0.5;0.5;0.5;0.5;0.6;0.5;0.5;0.5;0.5;0.4
28;79;4;6;28079004_6_48;2022;12;6;0.4;0.3;0.3;0.2;0.2;0.2;0.2;0.3;0.3;0.4;0.4;0.3;0.3;0.3;0.2;0.3;0.3;0.4;0.4;0.5;0.6;0.6;0.6;0.6
28;79;4;6;28079004_6_48;2022;12;7;0.6;0.7;0.5;0.4;0.3;0.4;0.4;0.4;0.6;0.5;0.5;0.3;0.4;0.4;0.3;0.3;0.3;0.4;0.6;0.6;0.8;0.9;0.6;0.6
28;79;4;6;28079004_6_48;2022;12;8;0.5;0.5;0.4;0.4;0.3;0.2;0.2;0.2;0.2;0.2;0.3;0.3;0.3;0.2;0.2;0.3;0.3;0.2;0.2;0.3;0.4;0.3;0.3;0.3
28;79;4;6;28079004_6_48;2022;12;9;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.3;0.4;0.4;0.4;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.2;0.2;0.2;0.2
28;79;4;6;28079004_6_48;2022;12;10;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.3;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.3;0.3;0.3;0.2;0.2
28;79;4;6;28079004_6_48;2022;12;11;0.2;0.2;0.2;0.2;0.1;0.1;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.3;0.2;0.3;0.3;0.3;0.3;0.2;0.2;0.3;0.3
28;79;4;6;28079004_6_48;2022;12;13;0.1;0.1;0.1;0.1;0.1;0.1;0.2;0.2;0.2;0.2;0.3;0.3;0.3;0.3;0.2;0.2;0.2;0.2;0.2;0.1;0.1;0.1;0.1;0.2
28;79;4;6;28079004_6_48;2022;12;14;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.3;0.4;0.4;0.5;0.5;0.2;0.4;0.4;0.3;0.3
28;79;4;6;28079004_6_48;2022;12;15;0.2;0.2;0.1;0.1;0.1;0.1;0.1;0.2;0.2;0.3;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.3;0.3;0.3;0.3;0.2;0.2;0.3
28;79;4;6;28079004_6_48;2022;12;16;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.3;0.4;0.5;0.4;0.3;0.3;0.3;0.3;0.3;0.4;0.5;0.4;0.4;0.5;0.4;0.4;0.4
28;79;4;6;28079004_6_48;2022;12;17;0.4;0.4;0.4;0.3;0.3;0.3;0.3;0.2;0.2;0.2;0.3;0.3;0.4;0.3;0.2;0.3;0.3;0.2;0.3;0.4;0.3;0.3;0.3;0.3
28;79;4;6;28079004_6_48;2022;12;18;0.3;0.3;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.3;0.3;0.2;0.2;0.2;0.3;0.5;0.5;0.4;0.3;0.3
28;79;4;6;28079004_6_48;2022;12;19;0.3;0.4;0.4;0.3;0.3;0.3;0.3;0.4;0.6;0.5;0.4;0.4;0.3;0.3;0.3;0.4;0.4;0.5;0.6;0.5;0.4;0.5;0.5;0.5
28;79;4;6;28079004_6_48;2022;12;20;0.4;0.4;0.4;0.3;0.3;0.3;0.4;0.5;0.6;0.7;0.5;0.5;0.4;0.4;0.5;0.5;0.5;0.5;0.6;0.6;0.5;0.6;0.6;0.6
28;79;4;6;28079004_6_48;2022;12;21;0.6;0.5;0.3;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.3;0.2;0.3;0.2;0.2;0.2
28;79;4;6;28079004_6_48;2022;12;22;0.2;0.2;0.1;0.2;0.1;0.1;0.1;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2
28;79;4;6;28079004_6_48;2022;12;24;0.3;0.3;0.3;0.2;0.2;0.1;0.2;0.1;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.3;0.3;0.2;0.3;0.4;0.4;0.3;0.3
28;79;4;6;28079004_6_48;2022;12;25;0.4;0.4;0.4;0.3;0.3;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.4;0.4;0.4;0.4;0.4;0.4
28;79;4;6;28079004_6_48;2022;12;26;0.4;0.4;0.3;0.3;0.3;0.3;0.3;0.3;0.4;0.4;0.4;0.4;0.3;0.3;0.3;0.2;0.2;0.5;0.6;0.7;0.7;0.8;0.7;0.5
28;79;4;6;28079004_6_48;2022;12;27;0.4;0.4;0.3;0.3;0.3;0.3;0.3;0.4;0.5;0.8;0.6;0.5;0.6;0.5;0.4;0.4;0.4;0.6;1;0.9;0.9;0.8;0.5;0.5
28;79;4;6;28079004_6_48;2022;12;28;0.4;0.4;0.5;0.4;0.3;0.3;0.3;0.5;0.6;0.8;0.6;0.5;0.5;0.5;0.4;0.2;0.3;0.3;0.4;0.5;0.5;0.3;0.3;0.3
28;79;4;6;28079004_6_48;2022;12;30;0.1;0.2;0.1;0.1;0.1;0.1;0.1;0.1;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.3;0.2;0.3;0.3;0.3
28;79;4;6;28079004_6_48;2022;12;31;0.4;0.4;0.3;0.4;0.3;0.3;0.3;0.3;0.3;0.4;0.4;0.3;0.3;0.3;0.3;0.2;0.2;0.3;0.4;0.6;0.7;0.5;0.5;0.4
28;79;4;7;28079004_7_8;2022;12;1;31;33;16;24;22;5;37;20;12;11;10;8;7;9;7;6;7;4;6;5;5;4;3;3
28;79;4;7;28079004_7_8;2022;12;2;2;2;3;2;2;2;3;5;12;41;19;18;29;23;14;8;7;9;9;83;61;40;29;19
28;79;4;7;28079004_7_8;2022;12;3;30;43;46;31;27;22;24;41;63;44;79;80;60;26;9;7;13;5;9;39;62;48;43;50
28;79;4;7;28079004_7_8;2022;12;4;55;78;65;49;33;31;14;14;20;8;10;11;18;17;17;16;18;15;10;28;26;17;13;15
28;79;4;7;28079004_7_8;2022;12;5;9;6;2;2;8;3;3;5;8;8;9;12;18;25;29;27;22;26;31;30;20;14;11;8
28;79;4;7;28079004_7_8;2022;12;6;6;3;4;3;2;2;4;10;20;13;29;23;16;8;5;5;5;8;8;24;63;47;59;74
28;79;4;7;28079004_7_8;2022;12;7;64;90;61;37;22;28;27;54;66;36;53;21;23;30;18;14;12;22;46;75;133;143;93;75
28;79;4;7;28079004_7_8;2022;12;8;52;46;45;17;4;2;2;2;4;5;4;4;6;6;4;5;6;2;3;7;13;5;5;3
28;79;4;7;28079004_7_8;2022;12;9;4;3;4;1;1;1;2;9;28;33;23;15;13;18;12;9;7;8;9;6;3;5;2;2
28;79;4;7;28079004_7_8;2022;12;10;1;1;2;1;1;1;3;3;5;8;8;10;11;9;7;7;10;7;7;9;13;8;5;3
28;79;4;7;28079004_7_8;2022;12;11;5;3;3;2;1;1;1;2;2;3;3;2;4;5;6;4;5;6;9;7;5;3;6;8
28;79;4;7;28079004_7_8;2022;12;13;2;2;4;3;1;1;2;3;5;7;13;17;16;25;9;6;10;4;4;3;3;2;4;3
28;79;4;7;28079004_7_8;2022;12;14;4;3;3;3;1;1;2;3;6;9;8;10;8;8;7;9;20;27;34;5;18;20;7;5
28;79;4;7;28079004_7_8;2022;12;15;3;3;1;6;1;1;2;4;6;12;10;8;9;7;4;4;6;10;11;10;8;5;4;5
28;79;4;7;28079004_7_8;2022;12;16;3;4;2;4;2;1;2;11;24;61;33;23;11;13;8;12;18;36;26;28;44;8;7;8
28;79;4;7;28079004_7_8;2022;12;17;9;16;10;4;15;11;3;3;3;5;12;12;23;20;10;10;14;5;9;13;10;6;4;5
28;79;4;7;28079004_7_8;2022;12;18;2;3;2;2;1;2;2;1;2;3;3;6;8;7;8;5;5;3;3;44;54;42;18;17
28;79;4;7;28079004_7_8;2022;12;19;17;57;35;18;11;14;14;32;74;55;45;34;20;24;18;25;28;33;50;32;21;45;47;42
28;79;4;7;28079004_7_8;2022;12;20;27;36;28;26;20;16;39;74;113;118;54;49;38;46;61;70;63;75;86;75;70;72;60;53
28;79;4;7;28079004_7_8;2022;12;21;52;43;4;2;2;2;2;3;5;4;6;6;7;8;6;6;5;7;8;5;8;6;4;6
28;79;4;7;28079004_7_8;2022;12;22;4;3;1;3;2;2;1;2;3;6;9;5;6;7;7;6;6;5;5;8;4;3;3;4
28;79;4;7;28079004_7_8;2022;12;24;9;4;2;2;2;1;1;1;2;5;6;6;5;5;8;5;6;5;3;3;40;35;28;20
28;79;4;7;28079004_7_8;2022;12;25;23;38;46;35;7;3;2;2;4;4;5;5;4;4;4;3;3;6;15;28;41;24;29;36
28;79;4;7;28079004_7_8;2022;12;26;50;40;25;22;21;14;18;20;40;49;48;38;18;14;14;12;8;26;47;70;114;129;114;71
28;79;4;7;28079004_7_8;2022;12;27;42;41;27;19;16;20;28;59;76;102;94;72;79;47;53;47;30;51;107;123;159;141;83;63
28;79;4;7;28079004_7_8;2022;12;28;42;47;55;37;29;21;29;73;94;121;110;81;51;77;47;11;10;17;20;30;27;8;6;5
28;79;4;7;28079004_7_8;2022;12;30;2;2;2;3;1;1;1;3;3;3;5;5;6;7;8;6;6;5;4;10;4;6;6;5
28;79;4;7;28079004_7_8;2022;12;31;20;18;12;30;23;15;19;21;36;34;50;25;14;13;10;5;4;6;14;51;93;63;43;37
28;79;4;8;28079004_8_8;2022;12;1;45;41;35;30;29;20;28;36;42;32;23;18;16;20;17;21;26;32;50;53;53;38;23;20
28;79;4;8;28079004_8_8;2022;12;2;13;11;9;18;10;9;14;25;44;51;40;40;48;43;34;31;36;43;67;76;62;53;46;42
28;79;4;8;28079004_8_8;2022;12;3;39;41;33;28;26;24;24;23;28;28;39;55;60;46;27;28;59;51;48;74;69;55;51;50
28;79;4;8;28079004_8_8;2022;12;4;51;41;38;32;30;24;23;23;28;21;24;28;34;35;39;42;52;58;60;61;53;53;54;57
28;79;4;8;28079004_8_8;2022;12;5;50;36;22;16;30;17;16;26;38;40;36;38;44;52;56;56;56;64;65;66;64;56;55;44
28;79;4;8;28079004_8_8;2022;12;6;40;37;31;26;22;21;29;36;40;42;41;41;43;35;28;31;35;47;47;54;49;62;44;36
28;79;4;8;28079004_8_8;2022;12;7;51;32;17;16;13;14;14;16;31;43;44;38;50;51;48;42;41;45;62;72;66;54;39;32
28;79;4;8;28079004_8_8;2022;12;8;28;32;23;36;30;22;16;20;28;27;26;25;24;27;20;25;29;22;21;35;53;51;33;31
28;79;4;8;28079004_8_8;2022;12;9;21;15;12;8;5;10;23;45;66;63;59;57;45;48;47;48;54;58;54;45;26;17;13;11
28;79;4;8;28079004_8_8;2022;12;10;13;10;20;21;13;17;13;14;18;18;19;19;21;13;13;13;14;20;21;31;27;17;11;8
28;79;4;8;28079004_8_8;2022;12;11;9;10;7;7;6;5;15;15;16;20;14;16;18;22;28;32;38;37;34;22;19;22;23;20
28;79;4;8;28079004_8_8;2022;12;13;7;4;4;6;4;5;14;29;43;50;59;52;45;54;37;29;24;27;26;15;12;6;9;11
28;79;4;8;28079004_8_8;2022;12;14;9;8;7;4;4;4;11;31;41;42;29;31;25;28;37;53;67;76;75;36;66;57;69;42
28;79;4;8;28079004_8_8;2022;12;15;12;10;8;9;6;7;14;36;46;59;41;23;16;17;10;14;20;32;34;29;27;18;13;19
28;79;4;8;28079004_8_8;2022;12;16;11;9;5;9;7;7;15;50;55;59;50;41;37;42;34;45;53;75;72;71;71;59;56;52
28;79;4;8;28079004_8_8;2022;12;17;48;52;52;41;35;32;27;18;22;24;32;33;42;30;21;22;30;31;54;60;53;35;27;33
28;79;4;8;28079004_8_8;2022;12;18;24;26;19;23;18;18;13;14;14;15;16;18;21;23;27;18;19;23;40;56;50;42;34;32
28;79;4;8;28079004_8_8;2022;12;19;30;23;23;20;17;19;29;37;44;48;40;45;39;38;38;49;58;66;71;70;62;55;49;39
28;79;4;8;28079004_8_8;2022;12;20;34;28;26;21;20;18;21;33;35;45;51;57;54;58;58;56;48;54;59;59;56;57;56;57
28;79;4;8;28079004_8_8;2022;12;21;60;52;32;15;12;9;13;25;23;22;19;15;12;15;15;20;15;22;32;30;31;24;15;17
28;79;4;8;28079004_8_8;2022;12;22;10;6;4;6;3;3;8;13;22;27;26;17;15;17;16;18;16;21;20;25;19;15;20;14
28;79;4;8;28079004_8_8;2022;12;24;32;32;28;20;20;6;6;5;23;24;23;20;15;21;25;25;30;30;34;41;50;46;35;27
28;79;4;8;28079004_8_8;2022;12;25;34;32;30;36;31;20;19;19;20;20;17;13;10;12;9;7;9;21;52;62;61;50;46;41
28;79;4;8;28079004_8_8;2022;12;26;33;26;20;19;14;12;12;14;17;17;20;34;32;30;31;26;27;41;73;74;77;67;56;41
28;79;4;8;28079004_8_8;2022;12;27;31;25;20;17;16;16;15;20;22;28;29;34;51;52;60;65;67;72;84;84;79;61;44;35
28;79;4;8;28079004_8_8;2022;12;28;28;24;20;18;16;14;15;21;25;30;33;42;48;63;59;28;28;43;61;64;57;37;27;33
28;79;4;8;28079004_8_8;2022;12;30;7;5;3;4;2;2;6;12;17;18;20;14;15;15;19;13;12;20;29;39;35;41;46;45
28;79;4;8;28079004_8_8;2022;12;31;50;48;42;43;32;24;21;20;21;20;25;33;29;29;26;16;16;26;63;68;70;60;51;44
28;79;4;12;28079004_12_8;2022;12;1;93;91;59;67;63;28;85;66;61;49;38;30;27;33;27;30;37;39;60;60;61;44;28;25
28;79;4;12;28079004_12_8;2022;12;2;16;13;14;21;13;11;18;33;62;114;69;68;92;78;56;43;48;56;81;203;156;114;91;72
28;79;4;12;28079004_12_8;2022;12;3;85;106;104;76;67;57;62;86;124;96;160;178;152;86;41;39;78;59;62;133;164;129;117;126
28;79;4;12;28079004_12_8;2022;12;4;136;160;138;106;80;72;45;43;59;33;40;46;62;61;64;66;79;81;76;105;93;79;74;81
28;79;4;12;28079004_12_8;2022;12;5;64;46;25;18;41;22;20;33;50;52;51;57;72;91;100;97;89;104;113;112;95;76;71;56
28;79;4;12;28079004_12_8;2022;12;6;50;42;38;30;25;24;35;52;71;62;85;76;68;47;36;39;42;59;58;91;145;133;135;150
28;79;4;12;28079004_12_8;2022;12;7;149;169;110;73;47;57;55;99;133;98;126;70;86;97;75;63;60;79;132;187;270;274;182;146
28;79;4;12;28079004_12_8;2022;12;8;108;103;92;63;35;26;19;22;34;35;32;32;33;36;26;32;38;25;26;45;73;58;40;36
28;79;4;12;28079004_12_8;2022;12;9;27;20;18;10;6;12;25;60;108;114;94;79;66;75;66;61;64;71;68;54;30;24;16;14
28;79;4;12;28079004_12_8;2022;12;10;15;12;22;23;15;18;18;19;26;30;32;34;39;26;24;24;29;31;32;44;47;29;19;13
28;79;4;12;28079004_12_8;2022;12;11;16;15;12;10;8;6;17;18;19;24;18;19;24;30;37;38;45;47;48;33;27;27;33;33
28;79;4;12;28079004_12_8;2022;12;13;10;6;10;11;5;7;17;33;51;60;79;79;69;92;51;37;39;34;33;19;17;10;14;15
28;79;4;12;28079004_12_8;2022;12;14;14;12;12;9;6;6;14;36;50;56;41;46;37;40;48;66;98;117;128;43;94;87;80;50
28;79;4;12;28079004_12_8;2022;12;15;16;14;10;19;8;9;17;42;55;78;56;35;30;27;17;20;28;47;51;44;39;27;20;26
28;79;4;12;28079004_12_8;2022;12;16;16;15;8;14;9;9;19;67;92;152;100;77;54;62;47;63;80;131;112;114;139;71;67;65
28;79;4;12;28079004_12_8;2022;12;17;62;76;67;48;58;49;31;24;27;32;50;52;78;60;37;38;51;39;68;80;67;44;33;40
28;79;4;12;28079004_12_8;2022;12;18;28;31;22;26;20;21;16;16;16;19;20;27;33;34;40;25;26;27;44;123;133;107;61;59
28;79;4;12;28079004_12_8;2022;12;19;56;110;76;48;35;40;51;87;157;132;109;97;70;75;65;88;101;116;148;120;94;123;121;103
28;79;4;12;28079004_12_8;2022;12;20;76;83;69;61;51;43;81;147;209;226;133;133;112;128;151;164;145;170;191;173;163;168;149;138
28;79;4;12;28079004_12_8;2022;12;21;140;118;38;18;14;12;16;30;32;29;28;25;22;27;24;30;23;33;45;38;43;34;22;25
28;79;4;12;28079004_12_8;2022;12;22;16;10;6;10;6;6;10;16;28;37;39;25;24;27;26;27;25;29;28;38;24;20;24;19
28;79;4;12;28079004_12_8;2022;12;24;46;38;30;23;22;7;8;7;26;31;33;29;22;30;37;33;39;37;39;46;112;101;78;58
28;79;4;12;28079004_12_8;2022;12;25;69;91;102;90;42;24;22;23;26;26;25;20;17;18;15;12;13;30;75;105;124;87;90;97
28;79;4;12;28079004_12_8;2022;12;26;109;87;58;53;45;33;40;44;78;92;92;92;58;51;54;45;40;82;146;182;252;265;232;150
28;79;4;12;28079004_12_8;2022;12;27;95;88;60;46;40;46;57;111;139;185;173;145;172;124;141;138;114;151;249;272;323;277;171;132
28;79;4;12;28079004_12_8;2022;12;28;92;97;105;74;61;47;60;133;169;216;202;166;126;181;131;45;42;68;91;109;99;50;36;40
28;79;4;12;28079004_12_8;2022;12;30;10;8;5;9;4;4;8;16;22;23;29;22;24;26;31;22;22;27;35;55;41;50;55;52
28;79;4;12;28079004_12_8;2022;12;31;80;76;61;90;68;47;50;52;77;73;102;71;51;49;42;24;22;35;84;147;212;156;117;100
28;79;8;1;28079008_1_38;2022;12;2;2;1;1;1;1;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;3
28;79;8;1;28079008_1_38;2022;12;3;2;2;2;2;1;2;1;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2
28;79;8;1;28079008_1_38;2022;12;4;2;2;2;1;1;1;1;1;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;1
28;79;8;1;28079008_1_38;2022;12;5;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2
28;79;8;1;28079008_1_38;2022;12;6;2;2;2;2;1;1;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2
28;79;8;1;28079008_1_38;2022;12;7;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
28;79;8;1;28079008_1_38;2022;12;8;2;2;2;2;2;2;2;2;1;1;1;2;1;2;2;2;1;2;1;2;2;2;2;2
28;79;8;1;28079008_1_38;2022;12;9;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
28;79;8;1;28079008_1_38;2022;12;10;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;2;2;2;2
28;79;8;1;28079008_1_38;2022;12;11;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1
28;79;8;1;28079008_1_38;2022;12;12;1;1;1;1;1;1;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2
28;79;8;1;28079008_1_38;2022;12;13;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
28;79;8;1;28079008_1_38;2022;12;14;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
28;79;8;1;28079008_1_38;2022;12;15;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;2;1;1;1
28;79;8;1;28079008_1_38;2022;12;16;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
28;79;8;1;28079008_1_38;2022;12;17;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
28;79;8;1;28079008_1_38;2022;12;18;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;2;2
28;79;8;1;28079008_1_38;2022;12;19;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
28;79;8;1;28079008_1_38;2022;12;21;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
28;79;8;1;28079008_1_38;2022;12;22;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2
28;79;8;1;28079008_1_38;2022;12;23;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2
28;79;8;1;28079008_1_38;2022;12;24;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
28;79;8;1;28079008_1_38;2022;12;25;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3
28;79;8;1;28079008_1_38;2022;12;26;2;2;2;2;2;2;2;2;2;2;2;3;3;3;2;2;2;2;2;3;3;3;3;3
28;79;8;1;28079008_1_38;2022;12;27;3;2;2;2;2;2;2;2;3;3;2;3;3;3;3;3;2;2;3;3;3;3;3;4
28;79;8;1;28079008_1_38;2022;12;28;3;2;2;2;2;2;2;2;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2
28;79;8;1;28079008_1_38;2022;12;29;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2;2
28;79;8;1;28079008_1_38;2022;12;30;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
28;79;8;1;28079008_1_38;2022;12;31;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;2;2;2;2;2;4;5;3;3
28;79;8;6;28079008_6_48;2022;12;2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.3;0.3;0.3;0.3;0.5;0.5;0.4;0.3;0.3;0.3;0.3;0.4;0.6;0.6;0.7;0.7;1
28;79;8;6;28079008_6_48;2022;12;3;0.9;0.4;0.4;0.4;0.4;0.4;0.4;0.3;0.4;0.5;0.5;0.4;0.4;0.4;0.3;0.4;0.4;0.4;0.5;0.4;0.6;0.7;0.7;0.7
28;79;8;6;28079008_6_48;2022;12;4;0.7;0.7;0.5;0.4;0.3;0.3;0.2;0.2;0.2;0.2;0.3;0.3;0.3;0.4;0.4;0.5;0.5;0.4;0.4;0.5;0.5;0.6;0.5;0.4
28;79;8;6;28079008_6_48;2022;12;5;0.3;0.3;0.2;0.2;0.2;0.2;0.2;0.3;0.3;0.3;0.3;0.3;0.4;0.4;0.4;0.5;0.5;0.5;0.5;0.6;0.7;0.5;0.5;0.4
