PROVINCIA;MUNICIPIO;ESTACION;MAGNITUD;PUNTO_MUESTREO;ANO;MES;DIA;H01;H02;H03;H04;H05;H06;H07;H08;H09;H10;H11;H12;H13;H14;H15;H16;H17;H18;H19;H20;H21;H22;H23;H24
28;79;11;12;28079011_12_8;2022;12;15;15;14;10;7;8;6;12;40;73;65;54;38;31;32;26;25;35;41;42;42;41;31;18;13
28;79;11;12;28079011_12_8;2022;12;16;14;10;7;7;8;9;21;84;97;98;93;74;95;95;107;88;70;96;95;120;98;74;62;56
28;79;11;12;28079011_12_8;2022;12;17;54;48;36;48;47;34;18;19;34;34;23;49;41;50;51;44;41;55;60;53;49;44;29;27
28;79;11;12;28079011_12_8;2022;12;18;34;30;62;40;38;30;24;23;26;34;47;41;45;85;89;48;35;54;84;116;199;204;151;71
28;79;11;12;28079011_12_8;2022;12;20;39;37;43;56;40;41;71;150;171;157;141;144;175;205;213;180;189;157;189;290;280;225;162;137
28;79;11;12;28079011_12_8;2022;12;21;120;95;35;14;14;12;16;38;53;44;43;33;32;30;34;33;32;34;34;43;38;25;19;14
28;79;11;12;28079011_12_8;2022;12;22;11;12;8;7;6;7;10;22;51;53;43;44;30;34;44;31;33;33;34;35;33;31;27;19
28;79;11;12;28079011_12_8;2022;12;23;15;14;9;9;16;18;13;26;42;47;48;45;41;41;33;37;43;50;58;96;93;71;85;54
28;79;11;12;28079011_12_8;2022;12;24;59;39;22;22;13;13;12;23;33;53;43;47;46;63;49;49;50;59;64;90;153;220;169;124
28;79;11;12;28079011_12_8;2022;12;25;114;102;106;54;45;21;19;27;24;16;20;20;32;35;32;18;18;32;61;61;65;70;81;73
28;79;11;12;28079011_12_8;2022;12;26;71;89;85;54;52;49;58;47;48;52;42;33;46;45;52;58;46;76;176;161;154;217;145;230
28;79;11;12;28079011_12_8;2022;12;27;166;66;30;22;22;26;42;65;111;108;71;73;146;134;137;126;135;138;344;280;325;429;402;372
28;79;11;12;28079011_12_8;2022;12;28;159;89;51;37;43;29;48;83;114;116;101;141;135;185;175;97;48;41;40;60;49;35;27;27
28;79;11;12;28079011_12_8;2022;12;29;24;13;19;15;15;22;17;64;51;38;33;25;30;30;23;26;24;31;30;34;35;26;18;13
28;79;11;12;28079011_12_8;2022;12;30;11;8;5;5;4;4;7;14;18;24;28;25;21;24;20;21;19;25;26;50;60;72;58;60
28;79;11;12;28079011_12_8;2022;12;31;66;59;82;62;69;68;51;48;64;65;45;39;49;52;49;48;51;71;225;337;319;285;120;47
28;79;11;20;28079011_20_59;2022;12;2;0.4;0.3;0.3;0.5;0.5;0.4;0.3;0.4;0.5;1;1.2;1.4;1.5;1.7;2.3;2.3;1.6;2.3;2.4;3.2;3.4;3.5;3.9;5.7
28;79;11;20;28079011_20_59;2022;12;3;5.9;2.5;1.3;1.5;1.7;1.5;1.2;1.5;1.5;2;3.1;4.5;4.3;3.3;2.4;2;2;1.5;1.4;1.8;1.7;2.3;3;3.6
28;79;11;20;28079011_20_59;2022;12;4;3.2;3.4;2.2;1.6;1.1;0.8;0.6;0.5;0.5;0.5;0.5;0.5;0.6;0.6;0.8;0.6;0.8;1.1;1.5;1.4;1.7;1.8;2;1.5
28;79;11;20;28079011_20_59;2022;12;5;1;0.8;0.8;0.6;1;1.3;0.7;0.5;0.6;0.7;0.9;0.9;0.7;0.9;1.2;1.3;3.1;2.5;1.9;2;1.9;1.8;1.4;1
28;79;11;20;28079011_20_59;2022;12;6;0.8;0.8;0.9;0.9;0.9;0.9;0.8;0.7;0.7;0.8;0.9;0.8;1.4;1.1;2.3;3.2;2.7;1.7;1.9;2.1;2.6;3.6;3.7;3.5
28;79;11;20;28079011_20_59;2022;12;7;3.4;3.2;3.5;3.3;2.4;2.2;2.4;1.8;1.5;1.7;1.4;1.4;1.2;1.4;1.2;1;1.7;2.2;2.5;3.2;3.6;3.5;3.1;3.6
28;79;11;20;28079011_20_59;2022;12;8;3.4;2.2;1.5;1.1;0.8;0.8;0.7;0.5;0.5;1.1;1.6;0.7;0.6;0.7;0.9;1.1;0.9;0.9;0.8;1;1.3;1.4;1.3;1.2
28;79;11;20;28079011_20_59;2022;12;9;1;0.6;0.5;0.5;0.5;0.5;0.7;0.8;1.5;3;1.9;1.8;2.3;2.7;2;1.9;1.8;2.7;2.6;1.9;1.4;0.8;0.6;0.5
28;79;11;20;28079011_20_59;2022;12;10;0.7;0.6;0.8;0.7;0.7;0.5;0.4;0.5;0.5;0.5;1;1.4;0.9;0.8;0.6;0.7;0.8;0.7;0.6;0.7;0.7;0.5;0.4;0.4
28;79;11;20;28079011_20_59;2022;12;11;0.4;0.3;0.2;0.2;0.2;0.2;0.3;0.4;0.3;0.2;0.2;0.3;0.3;0.3;0.3;0.3;1.7;1.2;0.6;0.5;0.7;0.7;0.6;0.5
28;79;11;20;28079011_20_59;2022;12;12;0.4;0.3;0.3;0.2;0.2;0.3;0.4;0.8;1.2;2;2.3;2.6;3.2;2.1;1.1;0.9;0.9;0.9;0.9;0.8;0.7;0.7;0.5;0.4
28;79;11;20;28079011_20_59;2022;12;13;0.4;0.3;0.2;0.2;0.3;0.4;0.4;0.4;0.8;1.2;1.4;1.8;1.8;2.3;2.4;1.9;1.4;1.2;1.2;1;0.5;0.3;0.3;0.3
28;79;11;20;28079011_20_59;2022;12;15;0.6;0.9;0.9;0.5;0.3;0.3;0.3;0.4;0.6;1.1;1.4;1.1;1;0.9;0.6;0.9;1.1;1.2;1.2;1;0.8;1;0.7;0.5
28;79;11;20;28079011_20_59;2022;12;16;0.6;0.5;0.4;0.4;0.4;0.7;0.6;0.8;1.7;1.5;2.3;2.5;2.1;2.1;2;1.7;1.7;1.6;1.6;1.6;1.9;1.7;1.6;1.6
28;79;11;20;28079011_20_59;2022;12;18;1.4;1.8;1.6;1.7;1.9;1.4;1.1;1.1;0.9;0.9;0.8;0.9;0.8;1.6;2;2.5;1.7;1;1.1;1.6;2.3;3.3;4.2;2.3
28;79;11;20;28079011_20_59;2022;12;20;0.9;1;1.3;1.2;1.3;1.6;1.7;1.6;2.2;2.5;2.6;2.3;3.5;4.8;7.4;7.4;4.4;3.7;4;4.3;5.2;6.2;6.8;10.8
28;79;11;20;28079011_20_59;2022;12;21;7.1;5.9;5.7;3.1;3;2.5;1.8;2.1;1.9;1.6;2;2.2;5.6;7.7;8.2;8.8;5.5;6.2;6.6;5.2;4.2;2.8;2.1;1.9
28;79;11;20;28079011_20_59;2022;12;22;1.7;1.4;2;1.3;0.9;0.8;0.8;0.7;0.9;1.4;2.3;4.4;6.5;4.8;6.2;6.9;5.2;5.7;4.4;2.7;2;1.7;1.3;1.3
28;79;11;20;28079011_20_59;2022;12;23;0.9;0.8;0.8;0.8;0.9;1.1;1;0.7;1.2;1.2;1.4;1.7;1.9;1.3;1.3;1.3;1.4;1.6;1.9;1.7;1.9;2.5;2.3;1.8
28;79;11;20;28079011_20_59;2022;12;24;1.7;1.8;1.6;1.4;1.2;1;0.7;0.6;0.9;1.1;1.3;1.2;1.1;1.5;1.5;1.2;1.2;1.5;1.5;1.8;2.3;3.1;3.1;2
28;79;11;20;28079011_20_59;2022;12;25;1.7;1.6;1.6;1.5;1.2;1.1;0.9;0.7;0.8;0.6;0.6;0.6;0.6;0.8;0.6;0.7;0.5;0.3;0.6;0.8;0.8;0.9;1.3;1.4
28;79;11;20;28079011_20_59;2022;12;26;1.8;2.4;2.4;2;1.9;2.2;2.1;1.6;1.1;0.8;0.8;0.6;0.6;0.7;0.6;1;1;1.4;2.6;4;2.9;3.4;3.7;3.4
28;79;11;20;28079011_20_59;2022;12;27;4.2;2.4;1;0.7;0.6;0.6;0.6;0.7;1;1.5;1.7;1.2;1.9;3.8;3.9;3.1;3.4;3.5;4.9;6.9;6.6;8.4;12.5;10.4
28;79;11;20;28079011_20_59;2022;12;28;6.9;3.4;2;1.4;1.2;1.1;1;1.1;1.7;2.1;4.6;2.7;4;3.8;4.3;4.2;2.4;1.6;1.6;1.6;1.6;1.3;1.1;1
28;79;11;20;28079011_20_59;2022;12;29;1;0.8;0.7;0.8;0.9;0.9;0.9;0.9;1.1;0.9;1;0.9;1;1.2;1.4;1.2;1;1;1;0.9;0.9;1;0.8;0.5
28;79;11;20;28079011_20_59;2022;12;30;0.5;0.4;0.3;0.2;0.2;0.2;0.2;0.2;0.3;0.7;1.3;1.1;1.2;0.9;0.9;0.7;0.6;0.7;0.6;0.8;1.1;1.4;1.3;1.1
28;79;11;20;28079011_20_59;2022;12;31;1.3;1.2;1.3;1.7;2;1.9;1.6;1.1;1.1;1.4;1.3;0.8;1;1;1.5;1;0.8;0.9;3.4;7;8.8;5.8;3.6;1.7
28;79;11;30;28079011_30_59;2022;12;2;0.2;0.2;0.1;0.1;0.1;0.1;0.1;0.2;0.2;0.3;0.3;0.3;0.4;0.4;0.4;0.5;0.4;0.5;0.7;0.8;0.9;0.8;0.9;1.6
28;79;11;30;28079011_30_59;2022;12;3;1.6;0.6;0.4;0.5;0.5;0.4;0.3;0.3;0.4;0.5;0.8;0.8;0.9;0.7;0.6;0.5;0.6;0.5;0.5;0.6;0.6;0.8;1.2;1.2
28;79;11;30;28079011_30_59;2022;12;4;1;1.1;0.7;0.6;0.4;0.3;0.3;0.3;0.2;0.2;0.3;0.3;0.4;1.1;0.6;0.6;0.5;0.6;0.6;0.7;1;0.7;0.9;0.8
28;79;11;30;28079011_30_59;2022;12;5;0.5;0.4;0.3;0.2;0.2;0.3;0.3;0.2;0.2;0.2;0.3;0.3;0.3;0.3;0.3;0.3;0.4;0.6;0.5;0.6;0.5;0.5;0.4;0.4
28;79;11;30;28079011_30_59;2022;12;6;0.3;0.3;0.3;0.3;0.3;0.3;0.2;0.2;0.2;0.2;0.3;0.3;0.3;0.3;0.4;0.4;0.4;0.4;0.5;0.7;0.9;0.9;0.9;0.9
28;79;11;30;28079011_30_59;2022;12;7;0.8;0.5;0.5;0.7;0.7;0.7;0.7;0.6;0.5;0.6;0.5;0.4;0.3;0.4;0.5;0.3;0.4;0.5;0.6;0.7;0.8;0.8;0.8;1.1
28;79;11;30;28079011_30_59;2022;12;8;0.9;0.6;0.4;0.4;0.3;0.3;0.2;0.2;0.2;0.2;0.3;0.3;0.2;0.2;0.3;0.4;0.3;0.2;0.2;0.3;0.4;0.4;0.4;0.3
28;79;11;30;28079011_30_59;2022;12;9;0.3;0.2;0.2;0.1;0.1;0.2;0.2;0.2;0.5;0.8;0.4;0.4;0.4;0.6;0.5;0.5;0.4;0.5;0.5;0.4;0.4;0.3;0.2;0.2
28;79;11;30;28079011_30_59;2022;12;10;0.3;0.3;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.3;0.3;0.4;0.3;0.3;0.3;0.3;0.3;0.3;0.2;0.3;0.3;0.3;0.2;0.2
28;79;11;30;28079011_30_59;2022;12;11;0.2;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.2;0.4;0.2;0.2;0.4;0.4;0.3;0.3;0.3;0.3;0.3;0.2
28;79;11;30;28079011_30_59;2022;12;12;0.2;0.1;0.1;0.1;0.1;0.1;0.1;0.3;0.4;0.6;0.6;0.5;0.5;0.3;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.1;0.1
28;79;11;30;28079011_30_59;2022;12;13;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.2;0.3;0.3;0.3;0.3;0.4;0.4;0.3;0.2;0.2;0.2;0.2;0.1;0.1;0.1;0.1
28;79;11;30;28079011_30_59;2022;12;15;0.2;0.2;0.2;0.1;0.1;0.1;0.1;0.1;0.2;0.3;0.3;0.2;0.2;0.2;0.2;0.2;0.2;0.3;0.3;0.3;0.3;0.3;0.2;0.2
28;79;11;30;28079011_30_59;2022;12;16;0.2;0.2;0.1;0.1;0.1;0.1;0.1;0.2;0.4;0.4;0.5;0.5;0.6;0.8;1;0.8;0.5;0.4;0.5;0.5;0.6;0.5;0.5;0.5
28;79;11;30;28079011_30_59;2022;12;17;0.4;0.4;0.4;0.4;0.4;0.4;0.3;0.2;0.2;0.3;0.6;0.3;0.3;0.3;0.4;0.3;0.3;0.3;0.4;0.4;0.4;0.4;0.3;0.4
28;79;11;30;28079011_30_59;2022;12;18;0.3;0.4;0.4;0.4;0.4;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.4;0.6;0.6;0.4;0.4;0.5;0.6;0.7;1.2;1.5;0.9
28;79;11;30;28079011_30_59;2022;12;20;0.4;0.3;0.4;0.3;0.3;0.4;0.4;0.4;0.6;0.7;0.7;0.6;0.5;0.8;0.8;0.8;0.7;0.7;0.7;1;1.3;1.3;0.8;1
28;79;11;30;28079011_30_59;2022;12;21;0.7;0.6;0.3;0.2;0.2;0.2;0.1;0.2;0.3;0.3;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.3;0.2;0.2;0.2
28;79;11;30;28079011_30_59;2022;12;22;0.2;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.2;0.3;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.3;0.2;0.2
28;79;11;30;28079011_30_59;2022;12;23;0.2;0.2;0.1;0.1;0.1;0.1;0.1;0.1;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.3;0.3;0.4;0.4;0.4;0.5;0.5;0.4
28;79;11;30;28079011_30_59;2022;12;24;0.3;0.3;0.2;0.2;0.1;0.1;0.1;0.1;0.1;0.2;0.3;0.2;0.3;0.4;0.3;0.3;0.3;0.3;0.4;0.4;0.6;0.9;1.2;0.9
28;79;11;30;28079011_30_59;2022;12;25;0.8;0.6;0.5;0.5;0.3;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.3;0.2;0.2;0.2;0.1;0.2;0.4;0.4;0.5;0.6;0.7
28;79;11;30;28079011_30_59;2022;12;26;0.7;0.5;0.5;0.5;0.4;0.5;0.5;0.4;0.3;0.3;0.3;0.3;0.2;0.3;0.2;0.3;0.3;0.3;0.6;0.8;0.7;0.9;0.8;1
28;79;11;30;28079011_30_59;2022;12;27;1.3;0.7;0.4;0.2;0.2;0.2;0.2;0.3;0.3;0.4;0.4;0.3;0.4;0.7;0.7;0.6;0.6;0.6;0.9;1.3;1.1;1.7;2.5;2.3
28;79;11;30;28079011_30_59;2022;12;28;1.5;0.7;0.5;0.3;0.3;0.3;0.3;0.3;0.5;0.5;0.9;0.5;0.6;0.7;0.7;0.6;0.4;0.3;0.2;0.3;0.3;0.3;0.2;0.2
28;79;11;30;28079011_30_59;2022;12;29;0.2;0.1;0.1;0.1;0.1;0.1;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.1
28;79;11;30;28079011_30_59;2022;12;30;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.2;0.3;0.4;0.4;0.3
28;79;11;30;28079011_30_59;2022;12;31;0.4;0.3;0.3;0.3;0.3;0.3;0.4;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.4;0.3;0.2;0.3;0.8;1.7;2;1.5;1.2;0.6
28;79;11;35;28079011_35_59;2022;12;2;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.2;0.2;0.2;0.4;0.4;0.4;0.3;0.3;0.3;0.3;0.4;0.5;0.5;0.6;0.8
28;79;11;35;28079011_35_59;2022;12;3;0.8;0.4;0.2;0.2;0.2;0.3;0.2;0.2;0.2;0.3;0.4;0.5;0.6;0.5;0.4;0.3;0.3;0.3;0.2;0.3;0.3;0.3;0.4;0.5
28;79;11;35;28079011_35_59;2022;12;4;0.5;0.5;0.3;0.3;0.2;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.2;0.2;0.2;0.3;0.3;0.3;0.2
28;79;11;35;28079011_35_59;2022;12;5;0.2;0.1;0.2;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.2;0.3;0.4;0.4;0.8;1;0.4;0.2;0.2;0.2;0.3;0.4;0.3;0.2
28;79;11;35;28079011_35_59;2022;12;6;0.2;0.2;0.2;0.2;0.1;0.1;0.2;0.1;0.1;0.2;0.1;0.4;0.3;0.2;0.4;0.2;0.3;0.2;0.3;0.3;0.5;0.5;0.5;0.5
28;79;11;35;28079011_35_59;2022;12;7;0.5;0.4;0.4;0.5;0.4;0.3;0.4;0.3;0.3;0.3;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.3;0.4;0.5;0.4;0.5;0.4;0.4
28;79;11;35;28079011_35_59;2022;12;8;0.6;0.3;0.3;0.2;0.1;0.1;0.1;0.1;0.1;0.2;0.2;0.1;0.1;0.1;0.1;0.2;0.2;0.1;0.1;0.1;0.2;0.2;0.2;0.2
28;79;11;35;28079011_35_59;2022;12;9;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.2;0.5;0.2;0.3;0.3;0.3;0.3;0.3;0.3;0.2;0.2;0.2;0.2;0.1;0.1;0.1
28;79;11;35;28079011_35_59;2022;12;10;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.2;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1
28;79;11;35;28079011_35_59;2022;12;11;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.3;0.2;0.1;0.1;0.1;0.1;0.1;0.1
28;79;11;35;28079011_35_59;2022;12;12;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.2;0.3;0.3;0.3;0.4;0.3;0.2;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1
28;79;11;35;28079011_35_59;2022;12;13;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.2;0.2;0.2;0.2;0.3;0.3;0.3;0.2;0.2;0.2;0.2;0.1;0.1;0.1;0.1
28;79;11;35;28079011_35_59;2022;12;14;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.2;0.3;0.5;1.2;0.5;0.3;0.2;0.2;0.2;0.3;0.3;0.3;0.2;0.2
28;79;11;35;28079011_35_59;2022;12;15;0.1;0.1;0.2;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.2;0.1;0.1;0.1;0.1;0.1;0.4;0.4;0.2;0.2;0.1;0.1;0.1;0.1
28;79;11;35;28079011_35_59;2022;12;16;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.2;0.2;0.3;0.4;0.3;0.2;0.2;0.2;0.2;0.2;0.3;0.3;0.2;0.2;0.2;0.2
28;79;11;35;28079011_35_59;2022;12;18;0.1;0.2;0.2;0.2;0.3;0.2;0.2;0.2;0.1;0.1;0.1;0.1;0.1;0.2;0.3;0.3;0.2;0.1;0.2;0.2;0.3;0.5;0.6;0.4
28;79;11;35;28079011_35_59;2022;12;19;0.2;0.2;0.1;0.1;0.1;0.1;0.1;0.1;0.2;0.2;0.2;0.2;0.2;0.2;0.3;0.2;0.2;0.1;0.3;0.3;0.3;0.2;0.3;0.2
28;79;11;35;28079011_35_59;2022;12;20;0.1;0.2;0.2;0.2;0.2;0.2;0.2;0.3;0.3;0.4;0.4;0.4;0.3;0.5;0.7;0.6;0.5;0.5;0.4;0.5;0.6;0.7;0.8;0.9
28;79;11;35;28079011_35_59;2022;12;21;0.6;0.6;0.4;0.3;0.2;0.2;0.1;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.3;0.3;0.3;0.2;0.2;0.2;0.2;0.1;0.1
28;79;11;35;28079011_35_59;2022;12;22;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.2;0.2;0.2;0.2;0.2;0.2;0.3;0.2;0.2;0.2;0.2;0.2;0.2;0.1;0.1
28;79;11;35;28079011_35_59;2022;12;23;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.2;0.2;0.2;0.1;0.1;0.2;0.2;0.2;0.2;0.2;0.3;0.3;0.3;0.3
28;79;11;35;28079011_35_59;2022;12;24;0.2;0.2;0.2;0.2;0.1;0.1;0.1;0.1;0.1;0.1;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.3;0.4;0.3
28;79;11;35;28079011_35_59;2022;12;25;0.2;0.3;0.2;0.2;0.2;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.2;0.3;0.3
28;79;11;35;28079011_35_59;2022;12;26;0.3;0.3;0.3;0.3;0.3;0.3;0.4;0.3;0.2;0.1;0.1;0.1;0.1;0.1;0.1;0.2;0.2;0.2;0.3;0.5;0.4;0.4;0.5;0.5
28;79;11;35;28079011_35_59;2022;12;27;0.7;0.4;0.2;0.1;0.1;0.1;0.1;0.1;0.1;0.2;0.3;0.2;0.3;0.5;0.5;0.4;0.5;0.5;0.7;1;0.9;1.2;1.8;1.6
28;79;11;35;28079011_35_59;2022;12;28;1.1;0.6;0.3;0.2;0.2;0.2;0.2;0.2;0.3;0.4;0.8;0.5;0.5;0.5;0.6;0.6;0.4;0.3;0.2;0.2;0.2;0.2;0.1;0.1
28;79;11;35;28079011_35_59;2022;12;29;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.2;0.1;0.1;0.1;0.1;0.2;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1
28;79;11;35;28079011_35_59;2022;12;30;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.2;0.2;0.2;0.2
28;79;11;35;28079011_35_59;2022;12;31;0.2;0.2;0.2;0.2;0.3;0.3;0.3;0.2;0.2;0.2;0.2;0.1;0.2;0.2;0.3;0.2;0.1;0.2;0.5;1;1.5;0.9;0.6;0.3
28;79;16;7;28079016_7_8;2022;12;1;17;10;3;1;2;1;4;10;13;9;12;7;6;8;5;5;10;6;8;7;7;1;2;1
28;79;16;7;28079016_7_8;2022;12;2;1;1;6;1;1;1;1;7;9;7;10;9;9;6;10;13;9;2;37;83;59;103;114;31
28;79;16;7;28079016_7_8;2022;12;3;4;2;2;2;1;1;2;8;11;16;40;40;40;32;17;19;9;2;13;15;38;29;26;26
28;79;16;7;28079016_7_8;2022;12;4;31;10;5;1;1;1;1;1;1;2;3;5;4;7;8;4;4;6;21;51;35;32;30;8
28;79;16;7;28079016_7_8;2022;12;5;1;1;1;1;1;1;1;4;3;6;6;7;10;12;10;15;17;39;52;64;33;19;8;3
28;79;16;7;28079016_7_8;2022;12;6;4;3;1;1;1;1;1;1;3;6;8;6;4;3;3;3;5;14;11;28;44;60;39;24
28;79;16;7;28079016_7_8;2022;12;7;16;14;55;40;20;13;15;28;25;49;40;21;15;10;12;7;3;6;13;23;32;19;134;83
28;79;16;7;28079016_7_8;2022;12;8;52;29;18;7;2;1;1;2;2;1;2;2;3;3;4;4;2;2;3;3;6;23;4;2
28;79;16;7;28079016_7_8;2022;12;10;1;1;1;1;1;1;1;2;2;4;14;12;9;7;4;3;3;3;3;4;3;2;2;1
28;79;16;7;28079016_7_8;2022;12;11;1;1;1;1;1;1;1;1;1;3;1;2;3;3;3;2;5;7;5;3;2;4;2;2
28;79;16;7;28079016_7_8;2022;12;12;1;1;1;1;1;1;3;22;23;19;23;18;16;8;6;9;9;6;6;6;3;2;2;1
28;79;16;7;28079016_7_8;2022;12;13;1;1;1;1;1;1;3;13;19;34;26;23;24;14;11;10;8;13;13;6;3;1;1;1
28;79;16;7;28079016_7_8;2022;12;14;1;1;1;1;1;1;2;14;14;13;16;13;10;5;5;8;10;7;15;10;14;8;2;1
28;79;16;7;28079016_7_8;2022;12;15;1;1;1;1;1;1;2;7;14;22;21;7;5;5;5;4;6;6;6;7;4;3;2;2
28;79;16;7;28079016_7_8;2022;12;16;1;1;1;1;1;1;3;23;24;30;23;9;10;19;13;8;4;19;15;16;12;8;14;20
28;79;16;7;28079016_7_8;2022;12;17;7;14;7;12;8;3;1;2;4;5;4;14;7;10;8;7;5;4;8;16;7;5;3;3
28;79;16;7;28079016_7_8;2022;12;18;14;14;8;4;1;1;2;1;1;2;2;3;4;3;9;8;6;6;14;33;51;44;21;5
28;79;16;7;28079016_7_8;2022;12;19;1;2;1;1;1;1;5;11;27;26;13;13;11;11;15;8;9;15;26;26;10;5;3;2
28;79;16;7;28079016_7_8;2022;12;20;2;1;2;1;4;5;12;35;96;59;56;33;27;44;36;58;41;55;46;77;75;86;76;49
28;79;16;7;28079016_7_8;2022;12;21;38;23;2;1;1;1;2;4;6;8;6;6;7;6;6;5;6;5;4;5;3;3;2;1
28;79;16;7;28079016_7_8;2022;12;22;1;1;1;1;1;1;2;5;8;13;12;12;6;8;8;8;7;6;5;6;4;3;3;2
28;79;16;7;28079016_7_8;2022;12;24;2;2;3;2;1;1;1;1;3;7;5;6;8;7;6;6;6;5;10;27;47;86;57;33
28;79;16;7;28079016_7_8;2022;12;25;28;45;68;34;2;1;1;1;1;1;2;3;3;4;3;2;1;2;3;3;5;4;6;6
28;79;16;7;28079016_7_8;2022;12;26;8;5;4;2;5;7;4;3;15;29;10;8;8;8;6;6;6;7;25;57;72;129;118;97
28;79;16;7;28079016_7_8;2022;12;27;17;4;3;1;1;1;3;14;33;35;25;20;27;20;35;23;24;31;45;121;109;129;141;120
28;79;16;7;28079016_7_8;2022;12;28;34;5;3;3;4;2;3;23;36;35;27;36;44;45;58;33;8;11;25;28;7;3;2;2
28;79;16;7;28079016_7_8;2022;12;29;4;2;2;2;1;1;2;9;20;16;9;5;6;5;6;6;4;5;4;5;6;4;2;1
28;79;16;7;28079016_7_8;2022;12;30;1;1;1;1;1;1;1;3;2;4;7;6;7;6;6;5;4;3;4;6;5;4;3;1
28;79;16;7;28079016_7_8;2022;12;31;2;2;3;1;4;8;3;26;17;11;12;14;9;7;7;5;3;3;19;80;102;94;16;2
28;79;16;8;28079016_8_8;2022;12;1;61;55;42;26;24;15;23;36;37;29;26;18;17;18;13;17;28;41;54;64;49;29;22;17
28;79;16;8;28079016_8_8;2022;12;2;20;21;11;7;5;7;12;30;39;35;30;25;23;23;25;33;34;38;76;84;82;88;91;65
28;79;16;8;28079016_8_8;2022;12;3;39;32;35;31;22;22;25;38;38;37;45;50;54;54;47;55;44;34;59;59;62;56;53;53
28;79;16;8;28079016_8_8;2022;12;4;51;38;32;21;15;15;12;14;13;13;15;16;17;22;27;24;30;45;56;56;56;52;53;45
28;79;16;8;28079016_8_8;2022;12;5;33;25;18;12;19;15;17;24;25;25;27;30;34;34;38;41;50;59;58;58;58;54;48;39
28;79;16;8;28079016_8_8;2022;12;6;40;36;30;24;27;26;28;25;27;31;35;34;25;20;24;32;43;47;48;51;59;64;61;54
28;79;16;8;28079016_8_8;2022;12;7;51;45;44;41;35;32;35;36;39;40;37;31;35;29;35;31;29;42;66;67;62;57;80;61
28;79;16;8;28079016_8_8;2022;12;8;53;49;45;40;32;23;17;21;28;21;22;23;17;19;21;22;19;20;29;38;61;70;53;48
28;79;16;8;28079016_8_8;2022;12;10;20;17;16;16;9;10;10;13;22;24;30;27;24;19;16;18;16;22;26;31;26;20;14;10
28;79;16;8;28079016_8_8;2022;12;11;10;10;7;6;6;7;8;8;11;19;9;14;16;19;17;24;49;58;48;33;24;37;31;30
28;79;16;8;28079016_8_8;2022;12;12;17;13;13;11;11;13;28;56;56;58;59;52;49;32;28;40;44;40;36;36;26;23;15;11
